Lead Origin,Lead Source,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Last Notable Activity
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,49,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,Ringing,Modified
Landing Page Submission,Direct Traffic,0,2.0,79,2.0,Email Opened,"Banking, Investment And Insurance",Student,Already a student,Email Opened
Landing Page Submission,Direct Traffic,1,8.0,598,2.0,Email Opened,Operations Management,Unemployed,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,4.0,492,4.0,Page Visited on Website,Finance Management,Unemployed,Already a student,Modified
Landing Page Submission,Direct Traffic,0,2.0,160,2.0,Email Opened,Human Resource Management,Unemployed,Already a student,Email Opened
API,Google,0,2.0,191,2.0,Email Opened,Unknown,Unemployed,Already a student,Email Opened
Landing Page Submission,Direct Traffic,1,7.0,1576,7.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Email Opened
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,273,1.0,Converted to Lead,Finance Management,Unemployed,Already a student,Modified
Landing Page Submission,Direct Traffic,1,9.0,351,1.8,Email Link Clicked,Marketing Management,Unemployed,Will revert after reading the email,Email Link Clicked
Landing Page Submission,Direct Traffic,0,2.0,387,2.0,Email Opened,Operations Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Diploma holder (Not Eligible),Modified
Landing Page Submission,Google,1,3.0,130,3.0,SMS Sent,Retail Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,7.0,255,2.33,Page Visited on Website,Marketing Management,Unemployed,switched off,Page Visited on Website
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,3.0,1625,3.0,Converted to Lead,Marketing Management,Unemployed,Ringing,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Google,0,2.0,344,2.0,Email Opened,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,5.0,88,5.0,SMS Sent,IT Projects Management,Unknown,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,switched off,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Diploma holder (Not Eligible),Modified
Landing Page Submission,Google,0,5.0,406,5.0,SMS Sent,Finance Management,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Already a student,Modified
Landing Page Submission,Direct Traffic,1,2.0,1366,2.0,Email Opened,Human Resource Management,Working Professional,Will revert after reading the email,Email Opened
Landing Page Submission,Google,0,2.0,45,2.0,Email Opened,Human Resource Management,Unemployed,invalid number,Email Opened
API,Google,1,3.0,886,1.5,Page Visited on Website,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,1.0,1403,1.0,Converted to Lead,Marketing Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,5.0,1761,5.0,Email Opened,Operations Management,Unknown,Unknown,Modified
API,Referral Sites,0,3.0,536,3.0,SMS Sent,Unknown,Unemployed,switched off,SMS Sent
Landing Page Submission,Direct Traffic,0,4.0,234,4.0,Email Link Clicked,Finance Management,Unemployed,Ringing,Email Link Clicked
Landing Page Submission,Google,1,4.0,1266,4.0,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
API,Google,0,3.0,1272,3.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,36,1.0,Converted to Lead,International Business,Unemployed,Not doing further education,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,4.0,116,4.0,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,SMS Sent
API,Organic Search,0,18.0,91,3.6,Page Visited on Website,Unknown,Unemployed,Ringing,Page Visited on Website
Landing Page Submission,Direct Traffic,1,3.0,1277,3.0,Email Opened,Human Resource Management,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,4.0,475,4.0,Email Opened,IT Projects Management,Unemployed,switched off,Email Opened
Landing Page Submission,Organic Search,1,3.0,1625,3.0,Email Opened,Healthcare Management,Unemployed,Unknown,Email Opened
API,Google,1,2.0,727,2.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Organic Search,1,6.0,1073,2.0,SMS Sent,Marketing Management,Unemployed,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,3.0,1399,3.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,4.0,1136,4.0,Email Opened,Human Resource Management,Unemployed,Busy,Email Opened
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Google,0,4.0,420,1.0,Email Bounced,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,5.0,1320,5.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Google,1,6.0,1069,6.0,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,8.0,221,4.0,Email Opened,Operations Management,Unemployed,Diploma holder (Not Eligible),Email Opened
Landing Page Submission,Direct Traffic,1,2.0,1520,2.0,SMS Sent,Marketing Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,2.0,694,1.0,Unreachable,Marketing Management,Unemployed,Busy,Modified
Lead Add Form,Google,0,0.0,44,0.0,Email Bounced,Unknown,Unemployed,Unknown,Modified
Landing Page Submission,Google,1,3.0,1137,1.5,SMS Sent,Operations Management,Unemployed,Busy,SMS Sent
Landing Page Submission,Google,0,4.0,74,4.0,Email Opened,IT Projects Management,Unemployed,Ringing,Email Opened
API,Organic Search,0,1.0,299,1.0,Converted to Lead,Unknown,Unemployed,Unknown,Modified
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,2.0,1284,2.0,Email Opened,Marketing Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Modified
API,Google,1,2.0,145,1.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,1,3.0,1218,1.5,Email Opened,Marketing Management,Unknown,Lost to EINS,Email Opened
Landing Page Submission,Direct Traffic,1,2.0,1439,2.0,Email Opened,Healthcare Management,Working Professional,Will revert after reading the email,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,4,3.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
API,Google,0,3.0,1054,3.0,Email Opened,Media and Advertising,Unemployed,Interested  in full time MBA,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Google,1,4.0,734,4.0,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested in other courses,Modified
API,Google,1,2.0,957,2.0,SMS Sent,Marketing Management,Unemployed,Unknown,SMS Sent
Lead Add Form,Google,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Google,1,5.0,1224,1.67,Page Visited on Website,Unknown,Unemployed,Lost to EINS,Modified
API,Google,0,4.0,127,2.0,Email Opened,IT Projects Management,Unemployed,switched off,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,7.0,543,3.5,Email Opened,Human Resource Management,Unknown,Lost to EINS,Email Opened
Landing Page Submission,Direct Traffic,1,6.0,1081,3.0,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,SMS Sent
API,Organic Search,1,5.0,277,2.5,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,3.0,227,1.5,Page Visited on Website,Rural and Agribusiness,Unemployed,Ringing,Page Visited on Website
Landing Page Submission,Direct Traffic,0,1.0,555,1.0,Email Bounced,Retail Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,3.0,1563,3.0,Email Opened,Retail Management,Unknown,Unknown,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Google,1,4.0,1179,2.0,Email Opened,International Business,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,0,14.0,1602,7.0,Page Visited on Website,Finance Management,Unemployed,Graduation in progress,Modified
API,Google,1,3.0,633,3.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Google,0,2.0,385,2.0,Page Visited on Website,Unknown,Unknown,Unknown,Page Visited on Website
API,Google,0,2.0,253,1.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,11.0,746,2.75,SMS Sent,Retail Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,5.0,448,2.5,Page Visited on Website,Human Resource Management,Unknown,Unknown,Modified
Landing Page Submission,Organic Search,1,10.0,1672,10.0,SMS Sent,E-COMMERCE,Unknown,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,5.0,458,2.5,Email Opened,Business Administration,Unemployed,Diploma holder (Not Eligible),Modified
Landing Page Submission,Organic Search,0,6.0,589,2.0,Email Opened,Media and Advertising,Unknown,Unknown,Email Opened
Landing Page Submission,Organic Search,0,6.0,208,6.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Interested in other courses,Modified
Landing Page Submission,Direct Traffic,0,2.0,111,2.0,SMS Sent,Finance Management,Unemployed,switched off,SMS Sent
Landing Page Submission,Direct Traffic,1,10.0,1450,5.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,SMS Sent
API,Google,1,7.0,241,7.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,2.0,367,2.0,SMS Sent,Operations Management,Unknown,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,4.0,283,4.0,SMS Sent,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,9.0,40,3.0,Form Submitted on Website,Finance Management,Unemployed,Lost to EINS,Modified
Landing Page Submission,Google,0,1.0,81,1.0,Converted to Lead,Operations Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,10.0,1523,2.5,Email Opened,Healthcare Management,Working Professional,Closed by Horizzon,Email Opened
Landing Page Submission,Organic Search,0,21.0,230,5.25,Page Visited on Website,Travel and Tourism,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Google,0,3.0,127,3.0,Email Opened,E-Business,Unemployed,Unknown,Email Opened
API,Organic Search,0,5.0,154,5.0,Email Opened,Unknown,Unemployed,Ringing,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Organic Search,0,3.0,206,1.5,Converted to Lead,Unknown,Unemployed,Ringing,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Organic Search,0,3.0,402,1.5,Had a Phone Conversation,Human Resource Management,Unemployed,Already a student,Modified
API,Olark Chat,0,2.0,8,1.0,Email Opened,Operations Management,Unemployed,Busy,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,201,2.0,Email Opened,Marketing Management,Unknown,Unknown,Email Opened
API,Google,0,7.0,1514,3.5,Email Opened,Unknown,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,1.0,961,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,Interested  in full time MBA,Modified
Landing Page Submission,Direct Traffic,0,2.0,739,2.0,Email Opened,Finance Management,Unemployed,Already a student,Email Opened
Landing Page Submission,Google,0,7.0,1061,7.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,1231,3.0,Page Visited on Website,Finance Management,Other,Not doing further education,Modified
Landing Page Submission,Direct Traffic,1,5.0,696,5.0,Email Opened,Finance Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,3.0,146,3.0,Email Bounced,Finance Management,Unemployed,Unknown,Email Bounced
Landing Page Submission,Google,0,3.0,757,3.0,Converted to Lead,Finance Management,Unemployed,Unknown,Modified
API,Olark Chat,0,2.0,319,1.0,Form Submitted on Website,Finance Management,Unemployed,Interested  in full time MBA,Modified
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,1,6.0,1424,6.0,SMS Sent,E-Business,Unknown,Unknown,SMS Sent
Lead Add Form,Welingak Website,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,5.0,1665,5.0,Email Opened,Finance Management,Working Professional,Closed by Horizzon,Email Opened
API,Google,1,2.0,1020,2.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Google,0,3.0,405,3.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,1,5.0,1087,5.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,4.0,42,4.0,Olark Chat Conversation,Supply Chain Management,Unemployed,Unknown,Modified
Landing Page Submission,Direct Traffic,1,3.0,1029,3.0,Email Opened,Marketing Management,Unemployed,Lost to EINS,Email Opened
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,0,3.0,105,3.0,Email Opened,Supply Chain Management,Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,8.0,1282,1.14,Email Link Clicked,Marketing Management,Unemployed,Lost to EINS,Email Link Clicked
API,Google,1,2.0,1387,1.0,Olark Chat Conversation,Unknown,Unemployed,Closed by Horizzon,Olark Chat Conversation
Landing Page Submission,Direct Traffic,1,13.0,1659,4.33,Email Opened,"Banking, Investment And Insurance",Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,80,2.0,Page Visited on Website,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,3.0,458,1.5,Email Opened,Media and Advertising,Unemployed,Interested in other courses,Email Opened
Landing Page Submission,Google,1,12.0,228,2.4,Email Opened,Marketing Management,Unknown,Lost to EINS,Modified
Landing Page Submission,Organic Search,1,5.0,332,2.5,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,10.0,1192,5.0,Email Opened,Business Administration,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Modified
Landing Page Submission,Direct Traffic,1,3.0,1562,3.0,Email Opened,Human Resource Management,Unemployed,Unknown,Email Opened
API,Google,1,3.0,170,1.5,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,1,3.0,950,3.0,Email Opened,Human Resource Management,Unemployed,Lost to EINS,Modified
API,Direct Traffic,1,3.0,1270,3.0,SMS Sent,Unknown,Working Professional,Will revert after reading the email,SMS Sent
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Google,1,4.0,1337,4.0,Had a Phone Conversation,Travel and Tourism,Unemployed,Will revert after reading the email,Had a Phone Conversation
Landing Page Submission,Direct Traffic,1,2.0,575,2.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,6.0,1218,3.0,Email Opened,Marketing Management,Unemployed,Unknown,Email Opened
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Modified
Landing Page Submission,Google,0,6.0,652,3.0,Unsubscribed,Human Resource Management,Unemployed,Unknown,Unsubscribed
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Google,1,5.0,1673,5.0,SMS Sent,Human Resource Management,Unemployed,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,10.0,416,1.43,Form Submitted on Website,Marketing Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,400,1.0,Email Bounced,Human Resource Management,Student,Not doing further education,Email Bounced
Landing Page Submission,Direct Traffic,0,3.0,434,1.5,Page Visited on Website,Unknown,Working Professional,Unknown,Page Visited on Website
Landing Page Submission,Direct Traffic,0,1.0,2,1.0,Email Bounced,Unknown,Student,Unknown,Modified
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,SMS Sent
API,Google,0,2.0,268,2.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Email Link Clicked
Landing Page Submission,Google,1,2.0,1122,2.0,SMS Sent,Media and Advertising,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,4.0,1402,2.0,SMS Sent,Business Administration,Unemployed,Unknown,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Closed by Horizzon,Modified
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,4.0,1524,2.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,150,3.0,SMS Sent,Marketing Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,241,1.0,Email Bounced,Unknown,Student,Not doing further education,Modified
Landing Page Submission,Google,0,2.0,111,2.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,Closed by Horizzon,Modified
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Google,0,2.0,1284,2.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Olark Chat Conversation
API,Google,0,1.0,1238,1.0,Email Bounced,Unknown,Unemployed,Unknown,Modified
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Lead Add Form,Welingak Website,1,5.0,467,2.5,SMS Sent,Unknown,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Direct Traffic,0,2.0,846,2.0,Email Opened,Finance Management,Unemployed,switched off,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Modified
API,Google,1,5.0,96,2.5,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,6.0,34,6.0,Converted to Lead,Media and Advertising,Unemployed,Unknown,Modified
API,Google,0,3.0,208,3.0,Email Opened,Unknown,Unemployed,Interested in other courses,Email Opened
API,Google,1,3.0,1204,1.5,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,7.0,875,1.75,Email Link Clicked,Retail Management,Unemployed,Lost to EINS,Email Link Clicked
Landing Page Submission,Direct Traffic,0,3.0,387,3.0,Email Opened,Operations Management,Unemployed,switched off,Email Opened
Landing Page Submission,Direct Traffic,0,14.0,1047,1.4,Page Visited on Website,Business Administration,Unemployed,Already a student,Page Visited on Website
API,Google,0,2.0,115,2.0,Email Opened,Unknown,Unemployed,Graduation in progress,Modified
Landing Page Submission,Direct Traffic,0,8.0,149,8.0,SMS Sent,Marketing Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
API,Organic Search,0,8.0,789,8.0,Email Opened,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,1478,2.0,Email Opened,International Business,Unemployed,switched off,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,323,2.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,4.0,1017,4.0,Email Link Clicked,Supply Chain Management,Unemployed,Diploma holder (Not Eligible),Modified
Landing Page Submission,Direct Traffic,0,4.0,1458,4.0,Email Opened,Finance Management,Unknown,Unknown,Modified
Landing Page Submission,Google,1,3.0,1350,3.0,SMS Sent,Marketing Management,Unknown,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,1,2.0,857,2.0,SMS Sent,Marketing Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,295,1.0,Converted to Lead,Human Resource Management,Unemployed,Already a student,Modified
Landing Page Submission,Direct Traffic,0,2.0,335,2.0,Page Visited on Website,Operations Management,Unemployed,Interested  in full time MBA,Modified
Landing Page Submission,Direct Traffic,0,8.0,362,2.67,Email Opened,Marketing Management,Other,Already a student,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,69,3.0,Email Opened,Finance Management,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,2.0,9,2.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,7.0,964,3.5,Email Opened,International Business,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,1,5.0,1205,5.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Google,0,1.0,52,1.0,Converted to Lead,Marketing Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,3.0,167,3.0,Email Opened,Marketing Management,Unemployed,Ringing,Email Opened
API,Google,1,3.0,1390,3.0,Email Link Clicked,Unknown,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Direct Traffic,0,1.0,238,1.0,Email Bounced,Operations Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,1372,1.0,Email Bounced,Unknown,Student,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,518,1.0,Converted to Lead,Unknown,Student,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,328,1.0,Email Bounced,Unknown,Student,Not doing further education,Modified
Landing Page Submission,Direct Traffic,0,1.0,496,1.0,Email Bounced,Unknown,Student,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,97,1.0,Email Bounced,Unknown,Student,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,120,1.0,Email Bounced,Unknown,Student,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,526,1.0,Converted to Lead,Unknown,Student,Unknown,Modified
Landing Page Submission,Direct Traffic,0,1.0,233,1.0,Email Bounced,Unknown,Student,Not doing further education,Modified
Landing Page Submission,Direct Traffic,0,1.0,192,1.0,Email Bounced,Unknown,Student,Unknown,Modified
API,Google,0,3.0,63,3.0,Email Opened,Unknown,Unemployed,switched off,Email Opened
Landing Page Submission,Direct Traffic,0,1.0,784,1.0,Email Bounced,Unknown,Student,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,75,2.0,View in browser link Clicked,Unknown,Working Professional,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,2.0,461,2.0,Form Submitted on Website,Finance Management,Unemployed,Ringing,Modified
API,Google,0,8.0,89,2.67,View in browser link Clicked,Finance Management,Unemployed,Already a student,View in browser link Clicked
Landing Page Submission,Google,0,3.0,22,3.0,Form Submitted on Website,Finance Management,Unknown,Unknown,Modified
API,Google,0,6.0,154,6.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Interested in other courses,Modified
Landing Page Submission,Direct Traffic,0,3.0,1685,1.5,Page Visited on Website,Unknown,Student,Unknown,Modified
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,3.0,321,3.0,Email Opened,Marketing Management,Unknown,Unknown,Email Opened
